,Unnamed: 0.1,Unnamed: 0,images,gt,preds,predicted_class,predicted_author
1201,1201,1201,Steen1.jpg,jan havicksz. steen,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst Haeckel. The author of this painting is Picasso. The author of this,hubert goltzius, ernst Haeckel
1202,1202,1202,Steen10.jpg,jan havicksz. steen,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst Haeckel. The author of this painting is Pablo Picasso. The author of,hubert goltzius, ernst Haeckel
1203,1203,1203,Steen11.jpg,jan havicksz. steen,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
1204,1204,1204,Steen12.jpg,jan havicksz. steen,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
1205,1205,1205,Steen13.jpg,jan havicksz. steen,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
1206,1206,1206,Steen2.jpg,jan havicksz. steen,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst Haeckel. The author of this painting is Picasso. The author of this,hubert goltzius, ernst Haeckel
1207,1207,1207,Steen3.jpg,jan havicksz. steen,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Jan Steen. The author of this painting is Rembrandt. The author of this,jan havicksz. steen, ́Jan Steen
1208,1208,1208,Steen4.jpg,jan havicksz. steen,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
1209,1209,1209,Steen5.jpg,jan havicksz. steen,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst Haeckel. The author of this painting is Picasso. The author of this,hubert goltzius, ernst Haeckel
1210,1210,1210,Steen6.jpg,jan havicksz. steen,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst Haeckel. The author of this painting is Picasso. The author of this,hubert goltzius, ernst Haeckel
1211,1211,1211,Steen8.jpg,jan havicksz. steen,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Rembrandt. The author of this painting is Van Gogh. The author of this,rembrandt, ́Rembrandt
1212,1212,1212,Steen9.jpg,jan havicksz. steen,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ̶̶̶̶̶̶̶̶̶̶,jan griffier, ̶̶̶̶̶̶̶̶̶̶
1213,1213,1213,Stom1.jpg,matthias stom,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
1214,1214,1214,Stom2.jpg,matthias stom,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
1215,1215,1215,Stom3.jpg,matthias stom,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1216,1216,1216,Stuart1.jpg,gilbert stuart,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Thomas Jefferson. The author of this painting is Pablo Picasso. The author of this painting is,thomas de keyser, 	Thomas Jefferson
1217,1217,1217,Stuart2.jpg,gilbert stuart,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
1218,1218,1218,Stuck1.jpg,franz stuck,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
1219,1219,1219,Surikov1.jpg,vasily surikov,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
1220,1220,1220,Surikov2.jpg,vasily surikov,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
1221,1221,1221,Surikov4.jpg,vasily surikov,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
1222,1222,1222,TRousseau1.jpg,theodore rousseau,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Ștefan cel,orest kiprensky, Ștefan cel Mare
1223,1223,1223,TRousseau2.jpg,theodore rousseau,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	J. M. W. Turner. The author of this painting is Pablo Picasso.<|endofchunk|>,arent arentsz, 	J
1224,1224,1224,Tarbell2.jpg,edmund c. tarbell,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
1225,1225,1225,TeniersYounger10.jpg,david teniers the younger,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
1226,1226,1226,TeniersYounger2.jpg,david teniers the younger,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
1227,1227,1227,TeniersYounger3.jpg,david teniers the younger,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso. The author,orest kiprensky, Ștefan cel Mare
1228,1228,1228,TeniersYounger4.jpg,david teniers the younger,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst Haeckel. The author of this painting is Van Gogh. The author of,hubert goltzius, ernst Haeckel
1229,1229,1229,TeniersYounger5.jpg,david teniers the younger,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
1230,1230,1230,TeniersYounger6.jpg,david teniers the younger,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst. The author of this painting is Picasso. The author of this painting is Picasso,jacob ernst thomann von hagelstein, ernst
1231,1231,1231,TeniersYounger7.jpg,david teniers the younger,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
1232,1232,1232,TeniersYounger8.jpg,david teniers the younger,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso. The author,orest kiprensky, Ștefan cel Mare
1233,1233,1233,TeniersYounger9.jpg,david teniers the younger,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst. The author of this painting is Picasso. The author of this painting is Picasso,jacob ernst thomann von hagelstein, ernst
1234,1234,1234,Tiepolo1.jpg,giovanni battista tiepolo,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1235,1235,1235,Tiepolo2.jpg,giovanni battista tiepolo,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is romeo. The author of this painting is ,arent arentsz, romeo
1236,1236,1236,Tiepolo3.jpg,giovanni battista tiepolo,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is rome,arent arentsz, romeo
1237,1237,1237,Tiepolo4.jpg,giovanni battista tiepolo,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
1238,1238,1238,Tiepolo5.jpg,giovanni battista tiepolo,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
1239,1239,1239,Tintoretto1.jpg,tintoretto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
1240,1240,1240,Tintoretto10.jpg,tintoretto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
1241,1241,1241,Tintoretto11.jpg,tintoretto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
1242,1242,1242,Tintoretto12.jpg,tintoretto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1243,1243,1243,Tintoretto13.jpg,tintoretto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
1244,1244,1244,Tintoretto14.jpg,tintoretto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
1245,1245,1245,Tintoretto16.jpg,tintoretto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1246,1246,1246,Tintoretto17.jpg,tintoretto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1247,1247,1247,Tintoretto2.jpg,tintoretto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1248,1248,1248,Tintoretto3.jpg,tintoretto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
1249,1249,1249,Tintoretto4.jpg,tintoretto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1250,1250,1250,Tintoretto5.jpg,tintoretto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1251,1251,1251,Tintoretto6.jpg,tintoretto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1252,1252,1252,Tintoretto7.jpg,tintoretto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
1253,1253,1253,Tintoretto8.jpg,tintoretto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
1254,1254,1254,Tintoretto9.jpg,tintoretto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1255,1255,1255,Tisi1.jpg,benvenuto tisi,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1256,1256,1256,Tisi2.jpg,benvenuto tisi,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1257,1257,1257,Tisi3.jpg,benvenuto tisi,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
1258,1258,1258,Titian1.jpg,tiziano vecelli,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
1259,1259,1259,Titian10.jpg,tiziano vecelli,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
1260,1260,1260,Titian11.jpg,tiziano vecelli,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
1261,1261,1261,Titian12.jpg,tiziano vecelli,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1262,1262,1262,Titian13.jpg,tiziano vecelli,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
1263,1263,1263,Titian14.jpg,tiziano vecelli,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
1264,1264,1264,Titian15.jpg,tiziano vecelli,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
1265,1265,1265,Titian16.jpg,tiziano vecelli,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1266,1266,1266,Titian2.jpg,tiziano vecelli,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
1267,1267,1267,Titian3.jpg,tiziano vecelli,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
1268,1268,1268,Titian4.jpg,tiziano vecelli,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1269,1269,1269,Titian5.jpg,tiziano vecelli,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
1270,1270,1270,Titian6.jpg,tiziano vecelli,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
1271,1271,1271,Titian7.jpg,tiziano vecelli,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
1272,1272,1272,Titian8.jpg,tiziano vecelli,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1273,1273,1273,Tonks1.jpg,henry tonks,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
1274,1274,1274,Toorop1.jpg,jan toorop,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ʻThe Garden of Earthly Delightsʼ by Hieronymus Bosch.<|endofchunk|>,jan baptist brueghel, ʻThe Garden of Earthly Delightsʼ by Hieronymus Bosch
1275,1275,1275,ToulouseLautrec1.jpg,toulouse-lautrec,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
1276,1276,1276,ToulouseLautrec2.jpg,toulouse-lautrec,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
1277,1277,1277,ToulouseLautrec3.jpg,toulouse-lautrec,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
1278,1278,1278,ToulouseLautrec4.jpg,toulouse-lautrec,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
1279,1279,1279,ToulouseLautrec5.jpg,toulouse-lautrec,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
1280,1280,1280,Trumbull1.jpg,john trumbull,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is.................. The author of this painting is.................. The author of this painting,arent arentsz,
1281,1281,1281,Trumbull2.jpg,john trumbull,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst. The author of this painting is Picasso. The author of this painting is Picasso,jacob ernst thomann von hagelstein, ernst
1282,1282,1282,Trumbull3.jpg,john trumbull,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	John Quincy Adams. The author of this painting is Pablo Picasso. The author of this,jacob ernst thomann von hagelstein, 	John Quincy Adams
1283,1283,1283,Turner1.jpg,william turner,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	J.M.W. Turner. The author of this painting is Pablo Picasso.<|endofchunk|>,arent arentsz, 	J
1284,1284,1284,Turner2.jpg,william turner,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 【John Constable】. The author of this painting is 【John Constable,john constable, 【John Constable】
1285,1285,1285,Turner3.jpg,william turner,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	J.M.W. Turner. The author of this painting is Pablo Picasso.<|endofchunk|>,arent arentsz, 	J
1286,1286,1286,Turner4.jpg,william turner,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	John Constable. The author of this painting is Claude Monet. The author of this painting,john constable, 	John Constable
1287,1287,1287,Turner5.jpg,william turner,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	John Constable. The author of this painting is Van Gogh. The author of this painting,john constable, 	John Constable
1288,1288,1288,Turner6.jpg,william turner,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
1289,1289,1289,Twachtman1.jpg,john henry twachtman,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is  Monet. The author of this painting is Van Gogh. The author of this painting is,monet,  Monet
1290,1290,1290,Ury1.jpg,lesser ury,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst Haeckel. The author of this painting is Picasso. The author of this,hubert goltzius, ernst Haeckel
1291,1291,1291,Ury2.jpg,lesser ury,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
1292,1292,1292,Vaccaro1.jpg,andrea vaccaro,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
1293,1293,1293,VanGogh1.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 【van Gogh】. The author of this painting is 【Van Gogh,van gogh, 【van Gogh】
1294,1294,1294,VanGogh10.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́van Gogh. The author of this painting is Picasso. The author of this painting,van gogh, ́van Gogh
1295,1295,1295,VanGogh11.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan. The author of this painting is Picasso. The author of this painting is,jalmari ruokokoski, Ștefan
1296,1296,1296,VanGogh13.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan. The author of this painting is Picasso. The author of this painting is,jalmari ruokokoski, Ștefan
1297,1297,1297,VanGogh14.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ʻVincent van Goghʼ. The author of this painting is ʻ,van gogh, ʻVincent van Goghʼ
1298,1298,1298,VanGogh15.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 【Vincent van Gogh】. The author of this painting is 【,van gogh, 【Vincent van Gogh】
1299,1299,1299,VanGogh16.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	van Gogh. The author of this painting is Picasso. The author of this painting is,van gogh, 	van Gogh
1300,1300,1300,VanGogh17.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefănescu. The author of this painting is Picasso. The author of,orest kiprensky, Ștefănescu
1301,1301,1301,VanGogh18.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 葛飾 Van Gogh. The author of this painting is Van Gogh.<|endofchunk|>,van gogh, 葛飾 Van Gogh
1302,1302,1302,VanGogh19.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ichthyologist Vincent van Gogh. The author of this painting is Pablo Picasso.<|endofchunk|>,van gogh, ichthyologist Vincent van Gogh
1303,1303,1303,VanGogh2.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is  van Gogh. The author of this painting is Van Gogh. The author of this painting,van gogh,  van Gogh
1304,1304,1304,VanGogh20.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ヴィクス. The author of this painting is Picasso. The author of this painting,arent arentsz, ヴィクス
1305,1305,1305,VanGogh21.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 葛飞. The author of this painting is Picasso. The author of this painting,mateo cerezo, 葛飞
1306,1306,1306,VanGogh22.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan. The author of this painting is Picasso. The author of this painting is,jalmari ruokokoski, Ștefan
1307,1307,1307,VanGogh23.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Vincent van �,van gogh, Vincent van �
1308,1308,1308,VanGogh24.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is  van Gogh. The author of this painting is Van Gogh. The author of this painting,van gogh,  van Gogh
1309,1309,1309,VanGogh25.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is  van Gogh. The author of this painting is Picasso. The author of this painting is,van gogh,  van Gogh
1310,1310,1310,VanGogh26.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is  van Gogh. The author of this painting is Picasso. The author of this painting is,van gogh,  van Gogh
1311,1311,1311,VanGogh27.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ヴィクス. The author of this painting is Picasso. The author of this painting,arent arentsz, ヴィクス
1312,1312,1312,VanGogh3.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is urna. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, urna
